plz_postleitzahl	gemeinde_name	gemeinde_name_mit_kanton	gemeinde_name_mit_kanton2	gemeinde_id_bfs	kanton_name	kanton_name_kurz	kanton_id_bfs	record_count
1000	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1001	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1002	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1003	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1004	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1005	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1006	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1007	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1008	Jouxtens-Mézery	Jouxtens-Mézery (VD)	Jouxtens-Mézery/VD	5585	Vaud	VD	22	1
1008	Prilly	Prilly (VD)	Prilly/VD	5589	Vaud	VD	22	1
1009	Pully	Pully (VD)	Pully/VD	5590	Vaud	VD	22	1
1010	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1011	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1012	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1014	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1015	Ecublens (VD)	Ecublens (VD)	Ecublens/VD	5635	Vaud	VD	22	1
1018	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1019	Lausanne	Lausanne (VD)	Lausanne/VD	5586	Vaud	VD	22	1
1020	Renens (VD)	Renens (VD)	Renens/VD	5591	Vaud	VD	22	1
1022	Chavannes-près-Renens	Chavannes-près-Renens (VD)	Chavannes-près-Renens/VD	5627	Vaud	VD	22	1
1023	Crissier	Crissier (VD)	Crissier/VD	5583	Vaud	VD	22	1
1024	Ecublens (VD)	Ecublens (VD)	Ecublens/VD	5635	Vaud	VD	22	1
1025	Saint-Sulpice (VD)	Saint-Sulpice (VD)	Saint-Sulpice/VD	5648	Vaud	VD	22	1
1026	Denges	Denges (VD)	Denges/VD	5632	Vaud	VD	22	1
1026	Echandens	Echandens (VD)	Echandens/VD	5633	Vaud	VD	22	1
1027	Lonay	Lonay (VD)	Lonay/VD	5638	Vaud	VD	22	1
1028	Préverenges	Préverenges (VD)	Préverenges/VD	5643	Vaud	VD	22	1
1029	Villars-Sainte-Croix	Villars-Sainte-Croix (VD)	Villars-Sainte-Croix/VD	5651	Vaud	VD	22	1
1030	Bussigny	Bussigny (VD)	Bussigny/VD	5624	Vaud	VD	22	1
1031	Mex (VD)	Mex (VD)	Mex/VD	5489	Vaud	VD	22	1
1032	Romanel-sur-Lausanne	Romanel-sur-Lausanne (VD)	Romanel-sur-Lausanne/VD	5592	Vaud	VD	22	1
1033	Cheseaux-sur-Lausanne	Cheseaux-sur-Lausanne (VD)	Cheseaux-sur-Lausanne/VD	5582	Vaud	VD	22	1
1034	Boussens	Boussens (VD)	Boussens/VD	5473	Vaud	VD	22	1
1035	Bournens	Bournens (VD)	Bournens/VD	5472	Vaud	VD	22	1
1036	Sullens	Sullens (VD)	Sullens/VD	5501	Vaud	VD	22	1
1037	Etagnières	Etagnières (VD)	Etagnières/VD	5521	Vaud	VD	22	1
1038	Bercher	Bercher (VD)	Bercher/VD	5512	Vaud	VD	22	1
1039	Cheseaux-sur-Lausanne	Cheseaux-sur-Lausanne (VD)	Cheseaux-sur-Lausanne/VD	5582	Vaud	VD	22	1
1040	Echallens	Echallens (VD)	Echallens/VD	5518	Vaud	VD	22	1
1040	Saint-Barthélemy (VD)	Saint-Barthélemy (VD)	Saint-Barthélemy/VD	5535	Vaud	VD	22	1
1040	Villars-le-Terroir	Villars-le-Terroir (VD)	Villars-le-Terroir/VD	5537	Vaud	VD	22	1
1041	Bottens	Bottens (VD)	Bottens/VD	5514	Vaud	VD	22	1
1041	Jorat-Menthue	Jorat-Menthue (VD)	Jorat-Menthue/VD	5804	Vaud	VD	22	1
1041	Montilliez	Montilliez (VD)	Montilliez/VD	5540	Vaud	VD	22	1
1041	Poliez-Pittet	Poliez-Pittet (VD)	Poliez-Pittet/VD	5533	Vaud	VD	22	1
1042	Assens	Assens (VD)	Assens/VD	5511	Vaud	VD	22	1
1042	Bettens	Bettens (VD)	Bettens/VD	5471	Vaud	VD	22	1
1043	Montilliez	Montilliez (VD)	Montilliez/VD	5540	Vaud	VD	22	1
1044	Fey	Fey (VD)	Fey/VD	5522	Vaud	VD	22	1
1045	Ogens	Ogens (VD)	Ogens/VD	5680	Vaud	VD	22	1
1046	Rueyres	Rueyres (VD)	Rueyres/VD	5534	Vaud	VD	22	1
1047	Oppens	Oppens (VD)	Oppens/VD	5923	Vaud	VD	22	1
1052	Le Mont-sur-Lausanne	Le Mont-sur-Lausanne (VD)	Le Mont-sur-Lausanne/VD	5587	Vaud	VD	22	1
1053	Bretigny-sur-Morrens	Bretigny-sur-Morrens (VD)	Bretigny-sur-Morrens/VD	5515	Vaud	VD	22	1
1053	Cugy (VD)	Cugy (VD)	Cugy/VD	5516	Vaud	VD	22	1
1054	Morrens (VD)	Morrens (VD)	Morrens/VD	5527	Vaud	VD	22	1
1055	Froideville	Froideville (VD)	Froideville/VD	5523	Vaud	VD	22	1
1058	Jorat-Menthue	Jorat-Menthue (VD)	Jorat-Menthue/VD	5804	Vaud	VD	22	1
1059	Jorat-Menthue	Jorat-Menthue (VD)	Jorat-Menthue/VD	5804	Vaud	VD	22	1
1061	Jorat-Menthue	Jorat-Menthue (VD)	Jorat-Menthue/VD	5804	Vaud	VD	22	1
1062	Jorat-Menthue	Jorat-Menthue (VD)	Jorat-Menthue/VD	5804	Vaud	VD	22	1
1063	Boulens	Boulens (VD)	Boulens/VD	5661	Vaud	VD	22	1
1063	Montanaire	Montanaire (VD)	Montanaire/VD	5693	Vaud	VD	22	1
1066	Epalinges	Epalinges (VD)	Epalinges/VD	5584	Vaud	VD	22	1
1068	Pully	Pully (VD)	Pully/VD	5590	Vaud	VD	22	1
1070	Puidoux	Puidoux (VD)	Puidoux/VD	5607	Vaud	VD	22	1
1071	Chexbres	Chexbres (VD)	Chexbres/VD	5601	Vaud	VD	22	1
1071	Rivaz	Rivaz (VD)	Rivaz/VD	5609	Vaud	VD	22	1
1071	Saint-Saphorin (Lavaux)	Saint-Saphorin (Lavaux) (VD)	Saint-Saphorin (Lavaux)/VD	5610	Vaud	VD	22	1
1072	Forel (Lavaux)	Forel (Lavaux) (VD)	Forel (Lavaux)/VD	5604	Vaud	VD	22	1
1073	Savigny	Savigny (VD)	Savigny/VD	5611	Vaud	VD	22	1
1076	Jorat-Mézières	Jorat-Mézières (VD)	Jorat-Mézières/VD	5806	Vaud	VD	22	1
1077	Servion	Servion (VD)	Servion/VD	5799	Vaud	VD	22	1
1078	Oron	Oron (VD)	Oron/VD	5805	Vaud	VD	22	1
1080	Servion	Servion (VD)	Servion/VD	5799	Vaud	VD	22	1
1081	Montpreveyres	Montpreveyres (VD)	Montpreveyres/VD	5792	Vaud	VD	22	1
1082	Corcelles-le-Jorat	Corcelles-le-Jorat (VD)	Corcelles-le-Jorat/VD	5785	Vaud	VD	22	1
1083	Jorat-Mézières	Jorat-Mézières (VD)	Jorat-Mézières/VD	5806	Vaud	VD	22	1
1084	Jorat-Mézières	Jorat-Mézières (VD)	Jorat-Mézières/VD	5806	Vaud	VD	22	1
1085	Vulliens	Vulliens (VD)	Vulliens/VD	5803	Vaud	VD	22	1
1088	Ropraz	Ropraz (VD)	Ropraz/VD	5798	Vaud	VD	22	1
1090	Lutry	Lutry (VD)	Lutry/VD	5606	Vaud	VD	22	1
1091	Bourg-en-Lavaux	Bourg-en-Lavaux (VD)	Bourg-en-Lavaux/VD	5613	Vaud	VD	22	1
1092	Belmont-sur-Lausanne	Belmont-sur-Lausanne (VD)	Belmont-sur-Lausanne/VD	5581	Vaud	VD	22	1
1093	Lutry	Lutry (VD)	Lutry/VD	5606	Vaud	VD	22	1
1094	Paudex	Paudex (VD)	Paudex/VD	5588	Vaud	VD	22	1
1095	Lutry	Lutry (VD)	Lutry/VD	5606	Vaud	VD	22	1
1096	Bourg-en-Lavaux	Bourg-en-Lavaux (VD)	Bourg-en-Lavaux/VD	5613	Vaud	VD	22	1
1097	Bourg-en-Lavaux	Bourg-en-Lavaux (VD)	Bourg-en-Lavaux/VD	5613	Vaud	VD	22	1
1098	Bourg-en-Lavaux	Bourg-en-Lavaux (VD)	Bourg-en-Lavaux/VD	5613	Vaud	VD	22	1
1110	Morges	Morges (VD)	Morges/VD	5642	Vaud	VD	22	1
1112	Echichens	Echichens (VD)	Echichens/VD	5634	Vaud	VD	22	1
1113	Echichens	Echichens (VD)	Echichens/VD	5634	Vaud	VD	22	1
1114	Echichens	Echichens (VD)	Echichens/VD	5634	Vaud	VD	22	1
1115	Vullierens	Vullierens (VD)	Vullierens/VD	5654	Vaud	VD	22	1
1116	Hautemorges	Hautemorges (VD)	Hautemorges/VD	5656	Vaud	VD	22	1
1117	Grancy	Grancy (VD)	Grancy/VD	5485	Vaud	VD	22	1
1121	Bremblens	Bremblens (VD)	Bremblens/VD	5622	Vaud	VD	22	1
1122	Romanel-sur-Morges	Romanel-sur-Morges (VD)	Romanel-sur-Morges/VD	5645	Vaud	VD	22	1
1123	Aclens	Aclens (VD)	Aclens/VD	5621	Vaud	VD	22	1
1124	Gollion	Gollion (VD)	Gollion/VD	5484	Vaud	VD	22	1
1125	Echichens	Echichens (VD)	Echichens/VD	5634	Vaud	VD	22	1
1126	Vaux-sur-Morges	Vaux-sur-Morges (VD)	Vaux-sur-Morges/VD	5650	Vaud	VD	22	1
1127	Clarmont	Clarmont (VD)	Clarmont/VD	5629	Vaud	VD	22	1
1128	Hautemorges	Hautemorges (VD)	Hautemorges/VD	5656	Vaud	VD	22	1
1131	Tolochenaz	Tolochenaz (VD)	Tolochenaz/VD	5649	Vaud	VD	22	1
1132	Lully (VD)	Lully (VD)	Lully/VD	5639	Vaud	VD	22	1
1134	Chigny	Chigny (VD)	Chigny/VD	5628	Vaud	VD	22	1
1134	Vufflens-le-Château	Vufflens-le-Château (VD)	Vufflens-le-Château/VD	5653	Vaud	VD	22	1
1135	Denens	Denens (VD)	Denens/VD	5631	Vaud	VD	22	1
1136	Hautemorges	Hautemorges (VD)	Hautemorges/VD	5656	Vaud	VD	22	1
1141	Hautemorges	Hautemorges (VD)	Hautemorges/VD	5656	Vaud	VD	22	1
1142	Hautemorges	Hautemorges (VD)	Hautemorges/VD	5656	Vaud	VD	22	1
1143	Hautemorges	Hautemorges (VD)	Hautemorges/VD	5656	Vaud	VD	22	1
1144	Ballens	Ballens (VD)	Ballens/VD	5423	Vaud	VD	22	1
1145	Bière	Bière (VD)	Bière/VD	5425	Vaud	VD	22	1
1146	Mollens (VD)	Mollens (VD)	Mollens/VD	5431	Vaud	VD	22	1
1147	Montricher	Montricher (VD)	Montricher/VD	5492	Vaud	VD	22	1
1148	Chavannes-le-Veyron	Chavannes-le-Veyron (VD)	Chavannes-le-Veyron/VD	5475	Vaud	VD	22	1
1148	Cuarnens	Cuarnens (VD)	Cuarnens/VD	5479	Vaud	VD	22	1
1148	La Praz	La Praz (VD)	La Praz/VD	5758	Vaud	VD	22	1
1148	L'Isle	L'Isle (VD)	L'Isle/VD	5486	Vaud	VD	22	1
1148	Mauraz	Mauraz (VD)	Mauraz/VD	5488	Vaud	VD	22	1
1148	Moiry	Moiry (VD)	Moiry/VD	5490	Vaud	VD	22	1
1148	Mont-la-Ville	Mont-la-Ville (VD)	Mont-la-Ville/VD	5491	Vaud	VD	22	1
1149	Berolle	Berolle (VD)	Berolle/VD	5424	Vaud	VD	22	1
1162	Saint-Prex	Saint-Prex (VD)	Saint-Prex/VD	5646	Vaud	VD	22	1
1163	Etoy	Etoy (VD)	Etoy/VD	5636	Vaud	VD	22	1
1164	Buchillon	Buchillon (VD)	Buchillon/VD	5623	Vaud	VD	22	1
1165	Allaman	Allaman (VD)	Allaman/VD	5851	Vaud	VD	22	1
1166	Perroy	Perroy (VD)	Perroy/VD	5860	Vaud	VD	22	1
1167	Lussy-sur-Morges	Lussy-sur-Morges (VD)	Lussy-sur-Morges/VD	5640	Vaud	VD	22	1
1168	Villars-sous-Yens	Villars-sous-Yens (VD)	Villars-sous-Yens/VD	5652	Vaud	VD	22	1
1169	Yens	Yens (VD)	Yens/VD	5655	Vaud	VD	22	1
1170	Aubonne	Aubonne (VD)	Aubonne/VD	5422	Vaud	VD	22	1
1172	Bougy-Villars	Bougy-Villars (VD)	Bougy-Villars/VD	5426	Vaud	VD	22	1
1173	Féchy	Féchy (VD)	Féchy/VD	5427	Vaud	VD	22	1
1174	Aubonne	Aubonne (VD)	Aubonne/VD	5422	Vaud	VD	22	1
1175	Lavigny	Lavigny (VD)	Lavigny/VD	5637	Vaud	VD	22	1
1176	Saint-Livres	Saint-Livres (VD)	Saint-Livres/VD	5435	Vaud	VD	22	1
1180	Rolle	Rolle (VD)	Rolle/VD	5861	Vaud	VD	22	1
1180	Tartegnin	Tartegnin (VD)	Tartegnin/VD	5862	Vaud	VD	22	1
1182	Gilly	Gilly (VD)	Gilly/VD	5857	Vaud	VD	22	1
1183	Bursins	Bursins (VD)	Bursins/VD	5853	Vaud	VD	22	1
1184	Luins	Luins (VD)	Luins/VD	5858	Vaud	VD	22	1
1184	Vinzel	Vinzel (VD)	Vinzel/VD	5863	Vaud	VD	22	1
1185	Mont-sur-Rolle	Mont-sur-Rolle (VD)	Mont-sur-Rolle/VD	5859	Vaud	VD	22	1
1186	Essertines-sur-Rolle	Essertines-sur-Rolle (VD)	Essertines-sur-Rolle/VD	5856	Vaud	VD	22	1
1187	Saint-Oyens	Saint-Oyens (VD)	Saint-Oyens/VD	5436	Vaud	VD	22	1
1188	Gimel	Gimel (VD)	Gimel/VD	5428	Vaud	VD	22	1
1188	Saint-George	Saint-George (VD)	Saint-George/VD	5434	Vaud	VD	22	1
1189	Saubraz	Saubraz (VD)	Saubraz/VD	5437	Vaud	VD	22	1
1195	Bursinel	Bursinel (VD)	Bursinel/VD	5852	Vaud	VD	22	1
1195	Dully	Dully (VD)	Dully/VD	5855	Vaud	VD	22	1
1196	Gland	Gland (VD)	Gland/VD	5721	Vaud	VD	22	1
1197	Prangins	Prangins (VD)	Prangins/VD	5725	Vaud	VD	22	1
1200	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1200	Lancy	Lancy (GE)	Lancy/GE	6628	Genève	GE	25	1
1200	Vernier	Vernier (GE)	Vernier/GE	6643	Genève	GE	25	1
1201	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1202	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1203	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1204	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1205	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1206	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1207	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1208	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1209	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1211	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1211	Lancy	Lancy (GE)	Lancy/GE	6628	Genève	GE	25	1
1211	Le Grand-Saconnex	Le Grand-Saconnex (GE)	Le Grand-Saconnex/GE	6623	Genève	GE	25	1
1211	Meyrin	Meyrin (GE)	Meyrin/GE	6630	Genève	GE	25	1
1211	Pregny-Chambésy	Pregny-Chambésy (GE)	Pregny-Chambésy/GE	6634	Genève	GE	25	1
1212	Lancy	Lancy (GE)	Lancy/GE	6628	Genève	GE	25	1
1213	Lancy	Lancy (GE)	Lancy/GE	6628	Genève	GE	25	1
1213	Onex	Onex (GE)	Onex/GE	6631	Genève	GE	25	1
1214	Vernier	Vernier (GE)	Vernier/GE	6643	Genève	GE	25	1
1215	Meyrin	Meyrin (GE)	Meyrin/GE	6630	Genève	GE	25	1
1216	Meyrin	Meyrin (GE)	Meyrin/GE	6630	Genève	GE	25	1
1217	Meyrin	Meyrin (GE)	Meyrin/GE	6630	Genève	GE	25	1
1218	Le Grand-Saconnex	Le Grand-Saconnex (GE)	Le Grand-Saconnex/GE	6623	Genève	GE	25	1
1219	Vernier	Vernier (GE)	Vernier/GE	6643	Genève	GE	25	1
1220	Vernier	Vernier (GE)	Vernier/GE	6643	Genève	GE	25	1
1222	Collonge-Bellerive	Collonge-Bellerive (GE)	Collonge-Bellerive/GE	6616	Genève	GE	25	1
1223	Cologny	Cologny (GE)	Cologny/GE	6617	Genève	GE	25	1
1224	Chêne-Bougeries	Chêne-Bougeries (GE)	Chêne-Bougeries/GE	6612	Genève	GE	25	1
1225	Chêne-Bourg	Chêne-Bourg (GE)	Chêne-Bourg/GE	6613	Genève	GE	25	1
1226	Thônex	Thônex (GE)	Thônex/GE	6640	Genève	GE	25	1
1227	Carouge (GE)	Carouge (GE)	Carouge/GE	6608	Genève	GE	25	1
1228	Plan-les-Ouates	Plan-les-Ouates (GE)	Plan-les-Ouates/GE	6633	Genève	GE	25	1
1231	Chêne-Bougeries	Chêne-Bougeries (GE)	Chêne-Bougeries/GE	6612	Genève	GE	25	1
1232	Confignon	Confignon (GE)	Confignon/GE	6618	Genève	GE	25	1
1233	Bernex	Bernex (GE)	Bernex/GE	6607	Genève	GE	25	1
1234	Veyrier	Veyrier (GE)	Veyrier/GE	6645	Genève	GE	25	1
1236	Cartigny	Cartigny (GE)	Cartigny/GE	6609	Genève	GE	25	1
1237	Avully	Avully (GE)	Avully/GE	6603	Genève	GE	25	1
1239	Collex-Bossy	Collex-Bossy (GE)	Collex-Bossy/GE	6615	Genève	GE	25	1
1240	Genève	Genève (GE)	Genève/GE	6621	Genève	GE	25	1
1241	Puplinge	Puplinge (GE)	Puplinge/GE	6636	Genève	GE	25	1
1242	Satigny	Satigny (GE)	Satigny/GE	6638	Genève	GE	25	1
1243	Presinge	Presinge (GE)	Presinge/GE	6635	Genève	GE	25	1
1244	Choulex	Choulex (GE)	Choulex/GE	6614	Genève	GE	25	1
1245	Collonge-Bellerive	Collonge-Bellerive (GE)	Collonge-Bellerive/GE	6616	Genève	GE	25	1
1246	Corsier (GE)	Corsier (GE)	Corsier/GE	6619	Genève	GE	25	1
1247	Anières	Anières (GE)	Anières/GE	6602	Genève	GE	25	1
1248	Hermance	Hermance (GE)	Hermance/GE	6625	Genève	GE	25	1
1251	Gy	Gy (GE)	Gy/GE	6624	Genève	GE	25	1
1252	Meinier	Meinier (GE)	Meinier/GE	6629	Genève	GE	25	1
1253	Vandoeuvres	Vandoeuvres (GE)	Vandoeuvres/GE	6642	Genève	GE	25	1
1254	Jussy	Jussy (GE)	Jussy/GE	6626	Genève	GE	25	1
1255	Veyrier	Veyrier (GE)	Veyrier/GE	6645	Genève	GE	25	1
1256	Troinex	Troinex (GE)	Troinex/GE	6641	Genève	GE	25	1
1257	Bardonnex	Bardonnex (GE)	Bardonnex/GE	6605	Genève	GE	25	1
1258	Perly-Certoux	Perly-Certoux (GE)	Perly-Certoux/GE	6632	Genève	GE	25	1
1260	Nyon	Nyon (VD)	Nyon/VD	5724	Vaud	VD	22	1
1261	Le Vaud	Le Vaud (VD)	Le Vaud/VD	5731	Vaud	VD	22	1
1261	Longirod	Longirod (VD)	Longirod/VD	5429	Vaud	VD	22	1
1261	Marchissy	Marchissy (VD)	Marchissy/VD	5430	Vaud	VD	22	1
1262	Eysins	Eysins (VD)	Eysins/VD	5716	Vaud	VD	22	1
1263	Crassier	Crassier (VD)	Crassier/VD	5714	Vaud	VD	22	1
1264	Saint-Cergue	Saint-Cergue (VD)	Saint-Cergue/VD	5727	Vaud	VD	22	1
1265	Saint-Cergue	Saint-Cergue (VD)	Saint-Cergue/VD	5727	Vaud	VD	22	1
1266	Duillier	Duillier (VD)	Duillier/VD	5715	Vaud	VD	22	1
1267	Coinsins	Coinsins (VD)	Coinsins/VD	5710	Vaud	VD	22	1
1267	Vich	Vich (VD)	Vich/VD	5732	Vaud	VD	22	1
1268	Begnins	Begnins (VD)	Begnins/VD	5704	Vaud	VD	22	1
1268	Burtigny	Burtigny (VD)	Burtigny/VD	5854	Vaud	VD	22	1
1269	Bassins	Bassins (VD)	Bassins/VD	5703	Vaud	VD	22	1
1270	Trélex	Trélex (VD)	Trélex/VD	5730	Vaud	VD	22	1
1271	Givrins	Givrins (VD)	Givrins/VD	5720	Vaud	VD	22	1
1272	Genolier	Genolier (VD)	Genolier/VD	5718	Vaud	VD	22	1
1273	Arzier-Le Muids	Arzier-Le Muids (VD)	Arzier-Le Muids/VD	5702	Vaud	VD	22	1
1274	Grens	Grens (VD)	Grens/VD	5722	Vaud	VD	22	1
1274	Signy-Avenex	Signy-Avenex (VD)	Signy-Avenex/VD	5728	Vaud	VD	22	1
1275	Chéserex	Chéserex (VD)	Chéserex/VD	5709	Vaud	VD	22	1
1276	Gingins	Gingins (VD)	Gingins/VD	5719	Vaud	VD	22	1
1277	Arnex-sur-Nyon	Arnex-sur-Nyon (VD)	Arnex-sur-Nyon/VD	5701	Vaud	VD	22	1
1277	Borex	Borex (VD)	Borex/VD	5706	Vaud	VD	22	1
1278	La Rippe	La Rippe (VD)	La Rippe/VD	5726	Vaud	VD	22	1
1279	Bogis-Bossey	Bogis-Bossey (VD)	Bogis-Bossey/VD	5705	Vaud	VD	22	1
1279	Chavannes-de-Bogis	Chavannes-de-Bogis (VD)	Chavannes-de-Bogis/VD	5707	Vaud	VD	22	1
1281	Russin	Russin (GE)	Russin/GE	6637	Genève	GE	25	1
1283	Dardagny	Dardagny (GE)	Dardagny/GE	6620	Genève	GE	25	1
1284	Chancy	Chancy (GE)	Chancy/GE	6611	Genève	GE	25	1
1285	Avusy	Avusy (GE)	Avusy/GE	6604	Genève	GE	25	1
1286	Soral	Soral (GE)	Soral/GE	6639	Genève	GE	25	1
1287	Laconnex	Laconnex (GE)	Laconnex/GE	6627	Genève	GE	25	1
1288	Aire-la-Ville	Aire-la-Ville (GE)	Aire-la-Ville/GE	6601	Genève	GE	25	1
1290	Chavannes-des-Bois	Chavannes-des-Bois (VD)	Chavannes-des-Bois/VD	5708	Vaud	VD	22	1
1290	Versoix	Versoix (GE)	Versoix/GE	6644	Genève	GE	25	1
1291	Commugny	Commugny (VD)	Commugny/VD	5711	Vaud	VD	22	1
1292	Pregny-Chambésy	Pregny-Chambésy (GE)	Pregny-Chambésy/GE	6634	Genève	GE	25	1
1293	Bellevue	Bellevue (GE)	Bellevue/GE	6606	Genève	GE	25	1
1294	Genthod	Genthod (GE)	Genthod/GE	6622	Genève	GE	25	1
1295	Mies	Mies (VD)	Mies/VD	5723	Vaud	VD	22	1
1295	Tannay	Tannay (VD)	Tannay/VD	5729	Vaud	VD	22	1
1296	Coppet	Coppet (VD)	Coppet/VD	5712	Vaud	VD	22	1
1297	Founex	Founex (VD)	Founex/VD	5717	Vaud	VD	22	1
1298	Céligny	Céligny (GE)	Céligny/GE	6610	Genève	GE	25	1
1299	Crans (VD)	Crans (VD)	Crans/VD	5713	Vaud	VD	22	1
1300	Eclépens	Eclépens (VD)	Eclépens/VD	5482	Vaud	VD	22	1
1302	Vufflens-la-Ville	Vufflens-la-Ville (VD)	Vufflens-la-Ville/VD	5503	Vaud	VD	22	1
1303	Penthaz	Penthaz (VD)	Penthaz/VD	5496	Vaud	VD	22	1
1304	Cossonay	Cossonay (VD)	Cossonay/VD	5477	Vaud	VD	22	1
1304	Dizy	Dizy (VD)	Dizy/VD	5481	Vaud	VD	22	1
1304	Senarclens	Senarclens (VD)	Senarclens/VD	5499	Vaud	VD	22	1
1305	Penthalaz	Penthalaz (VD)	Penthalaz/VD	5495	Vaud	VD	22	1
1306	Daillens	Daillens (VD)	Daillens/VD	5480	Vaud	VD	22	1
1307	Lussery-Villars	Lussery-Villars (VD)	Lussery-Villars/VD	5487	Vaud	VD	22	1
1308	La Chaux (Cossonay)	La Chaux (Cossonay) (VD)	La Chaux (Cossonay)/VD	5474	Vaud	VD	22	1
1310	Daillens	Daillens (VD)	Daillens/VD	5480	Vaud	VD	22	1
1311	Eclépens	Eclépens (VD)	Eclépens/VD	5482	Vaud	VD	22	1
1312	Eclépens	Eclépens (VD)	Eclépens/VD	5482	Vaud	VD	22	1
1313	Ferreyres	Ferreyres (VD)	Ferreyres/VD	5483	Vaud	VD	22	1
1315	La Sarraz	La Sarraz (VD)	La Sarraz/VD	5498	Vaud	VD	22	1
1316	Chevilly	Chevilly (VD)	Chevilly/VD	5476	Vaud	VD	22	1
1317	Orny	Orny (VD)	Orny/VD	5493	Vaud	VD	22	1
1318	Pompaples	Pompaples (VD)	Pompaples/VD	5497	Vaud	VD	22	1
1320	Daillens	Daillens (VD)	Daillens/VD	5480	Vaud	VD	22	1
1321	Arnex-sur-Orbe	Arnex-sur-Orbe (VD)	Arnex-sur-Orbe/VD	5743	Vaud	VD	22	1
1322	Croy	Croy (VD)	Croy/VD	5752	Vaud	VD	22	1
1323	Romainmôtier-Envy	Romainmôtier-Envy (VD)	Romainmôtier-Envy/VD	5761	Vaud	VD	22	1
1324	Premier	Premier (VD)	Premier/VD	5759	Vaud	VD	22	1
1325	Vaulion	Vaulion (VD)	Vaulion/VD	5765	Vaud	VD	22	1
1326	Juriens	Juriens (VD)	Juriens/VD	5754	Vaud	VD	22	1
1329	Bretonnières	Bretonnières (VD)	Bretonnières/VD	5748	Vaud	VD	22	1
1330	Daillens	Daillens (VD)	Daillens/VD	5480	Vaud	VD	22	1
1337	Vallorbe	Vallorbe (VD)	Vallorbe/VD	5764	Vaud	VD	22	1
1338	Ballaigues	Ballaigues (VD)	Ballaigues/VD	5744	Vaud	VD	22	1
1341	Le Chenit	Le Chenit (VD)	Le Chenit/VD	5872	Vaud	VD	22	1
1342	L'Abbaye	L'Abbaye (VD)	L'Abbaye/VD	5871	Vaud	VD	22	1
1343	Le Lieu	Le Lieu (VD)	Le Lieu/VD	5873	Vaud	VD	22	1
1344	L'Abbaye	L'Abbaye (VD)	L'Abbaye/VD	5871	Vaud	VD	22	1
1345	Le Lieu	Le Lieu (VD)	Le Lieu/VD	5873	Vaud	VD	22	1
1346	L'Abbaye	L'Abbaye (VD)	L'Abbaye/VD	5871	Vaud	VD	22	1
1347	Le Chenit	Le Chenit (VD)	Le Chenit/VD	5872	Vaud	VD	22	1
1348	Le Chenit	Le Chenit (VD)	Le Chenit/VD	5872	Vaud	VD	22	1
1350	Orbe	Orbe (VD)	Orbe/VD	5757	Vaud	VD	22	1
1352	Agiez	Agiez (VD)	Agiez/VD	5742	Vaud	VD	22	1
1353	Bofflens	Bofflens (VD)	Bofflens/VD	5747	Vaud	VD	22	1
1354	Montcherand	Montcherand (VD)	Montcherand/VD	5756	Vaud	VD	22	1
1355	L'Abergement	L'Abergement (VD)	L'Abergement/VD	5741	Vaud	VD	22	1
1355	Sergey	Sergey (VD)	Sergey/VD	5762	Vaud	VD	22	1
1356	Les Clées	Les Clées (VD)	Les Clées/VD	5750	Vaud	VD	22	1
1357	Lignerolle	Lignerolle (VD)	Lignerolle/VD	5755	Vaud	VD	22	1
1358	Valeyres-sous-Rances	Valeyres-sous-Rances (VD)	Valeyres-sous-Rances/VD	5763	Vaud	VD	22	1
1372	Bavois	Bavois (VD)	Bavois/VD	5746	Vaud	VD	22	1
1373	Chavornay	Chavornay (VD)	Chavornay/VD	5749	Vaud	VD	22	1
