plz_postleitzahl	gemeinde_name	gemeinde_name_mit_kanton	gemeinde_name_mit_kanton2	gemeinde_id_bfs	kanton_name	kanton_name_kurz	kanton_id_bfs	record_count
2414	Le Cerneux-Péquignot	Le Cerneux-Péquignot (NE)	Le Cerneux-Péquignot/NE	6434	Neuchâtel	NE	24	1
2416	Le Locle	Le Locle (NE)	Le Locle/NE	6436	Neuchâtel	NE	24	1
2500	Biel/Bienne	Biel/Bienne (BE)	Biel/Bienne/BE	371	Bern	BE	2	1
2501	Biel/Bienne	Biel/Bienne (BE)	Biel/Bienne/BE	371	Bern	BE	2	1
2502	Biel/Bienne	Biel/Bienne (BE)	Biel/Bienne/BE	371	Bern	BE	2	1
2503	Biel/Bienne	Biel/Bienne (BE)	Biel/Bienne/BE	371	Bern	BE	2	1
2504	Biel/Bienne	Biel/Bienne (BE)	Biel/Bienne/BE	371	Bern	BE	2	1
2505	Biel/Bienne	Biel/Bienne (BE)	Biel/Bienne/BE	371	Bern	BE	2	1
2510	Biel/Bienne	Biel/Bienne (BE)	Biel/Bienne/BE	371	Bern	BE	2	1
2512	Twann-Tüscherz	Twann-Tüscherz (BE)	Twann-Tüscherz/BE	756	Bern	BE	2	1
2513	Twann-Tüscherz	Twann-Tüscherz (BE)	Twann-Tüscherz/BE	756	Bern	BE	2	1
2514	Ligerz	Ligerz (BE)	Ligerz/BE	740	Bern	BE	2	1
2515	Plateau de Diesse	Plateau de Diesse (BE)	Plateau de Diesse/BE	726	Bern	BE	2	1
2516	Plateau de Diesse	Plateau de Diesse (BE)	Plateau de Diesse/BE	726	Bern	BE	2	1
2517	Plateau de Diesse	Plateau de Diesse (BE)	Plateau de Diesse/BE	726	Bern	BE	2	1
2518	Nods	Nods (BE)	Nods/BE	724	Bern	BE	2	1
2520	La Neuveville	La Neuveville (BE)	La Neuveville/BE	723	Bern	BE	2	1
2523	Lignières	Lignières (NE)	Lignières/NE	6456	Neuchâtel	NE	24	1
2525	Le Landeron	Le Landeron (NE)	Le Landeron/NE	6455	Neuchâtel	NE	24	1
2532	Evilard	Evilard (BE)	Evilard/BE	372	Bern	BE	2	1
2533	Evilard	Evilard (BE)	Evilard/BE	372	Bern	BE	2	1
2534	Orvin	Orvin (BE)	Orvin/BE	438	Bern	BE	2	1
2535	Sauge	Sauge (BE)	Sauge/BE	449	Bern	BE	2	1
2536	Sauge	Sauge (BE)	Sauge/BE	449	Bern	BE	2	1
2537	Sauge	Sauge (BE)	Sauge/BE	449	Bern	BE	2	1
2538	Romont (BE)	Romont (BE)	Romont/BE	442	Bern	BE	2	1
2540	Grenchen	Grenchen (SO)	Grenchen/SO	2546	Solothurn	SO	11	1
2542	Pieterlen	Pieterlen (BE)	Pieterlen/BE	392	Bern	BE	2	1
2543	Lengnau (BE)	Lengnau (BE)	Lengnau/BE	387	Bern	BE	2	1
2544	Bettlach	Bettlach (SO)	Bettlach/SO	2543	Solothurn	SO	11	1
2545	Selzach	Selzach (SO)	Selzach/SO	2556	Solothurn	SO	11	1
2552	Orpund	Orpund (BE)	Orpund/BE	744	Bern	BE	2	1
2553	Safnern	Safnern (BE)	Safnern/BE	746	Bern	BE	2	1
2554	Meinisberg	Meinisberg (BE)	Meinisberg/BE	390	Bern	BE	2	1
2555	Brügg	Brügg (BE)	Brügg/BE	733	Bern	BE	2	1
2556	Scheuren	Scheuren (BE)	Scheuren/BE	747	Bern	BE	2	1
2556	Schwadernau	Schwadernau (BE)	Schwadernau/BE	748	Bern	BE	2	1
2557	Studen (BE)	Studen (BE)	Studen/BE	749	Bern	BE	2	1
2558	Aegerten	Aegerten (BE)	Aegerten/BE	731	Bern	BE	2	1
2560	Nidau	Nidau (BE)	Nidau/BE	743	Bern	BE	2	1
2562	Port	Port (BE)	Port/BE	745	Bern	BE	2	1
2563	Ipsach	Ipsach (BE)	Ipsach/BE	739	Bern	BE	2	1
2564	Bellmund	Bellmund (BE)	Bellmund/BE	732	Bern	BE	2	1
2565	Jens	Jens (BE)	Jens/BE	738	Bern	BE	2	1
2572	Mörigen	Mörigen (BE)	Mörigen/BE	742	Bern	BE	2	1
2572	Sutz-Lattrigen	Sutz-Lattrigen (BE)	Sutz-Lattrigen/BE	750	Bern	BE	2	1
2575	Hagneck	Hagneck (BE)	Hagneck/BE	736	Bern	BE	2	1
2575	Täuffelen	Täuffelen (BE)	Täuffelen/BE	751	Bern	BE	2	1
2576	Lüscherz	Lüscherz (BE)	Lüscherz/BE	497	Bern	BE	2	1
2577	Finsterhennen	Finsterhennen (BE)	Finsterhennen/BE	493	Bern	BE	2	1
2577	Siselen	Siselen (BE)	Siselen/BE	499	Bern	BE	2	1
2603	Péry-La Heutte	Péry-La Heutte (BE)	Péry-La Heutte/BE	450	Bern	BE	2	1
2604	Péry-La Heutte	Péry-La Heutte (BE)	Péry-La Heutte/BE	450	Bern	BE	2	1
2605	Sonceboz-Sombeval	Sonceboz-Sombeval (BE)	Sonceboz-Sombeval/BE	444	Bern	BE	2	1
2606	Corgémont	Corgémont (BE)	Corgémont/BE	431	Bern	BE	2	1
2607	Cortébert	Cortébert (BE)	Cortébert/BE	433	Bern	BE	2	1
2608	Courtelary	Courtelary (BE)	Courtelary/BE	434	Bern	BE	2	1
2610	Cormoret	Cormoret (BE)	Cormoret/BE	432	Bern	BE	2	1
2610	Saint-Imier	Saint-Imier (BE)	Saint-Imier/BE	443	Bern	BE	2	1
2612	Cormoret	Cormoret (BE)	Cormoret/BE	432	Bern	BE	2	1
2613	Villeret	Villeret (BE)	Villeret/BE	448	Bern	BE	2	1
2615	Sonvilier	Sonvilier (BE)	Sonvilier/BE	445	Bern	BE	2	1
2616	Renan (BE)	Renan (BE)	Renan/BE	441	Bern	BE	2	1
2710	Tavannes	Tavannes (BE)	Tavannes/BE	713	Bern	BE	2	1
2712	Saicourt	Saicourt (BE)	Saicourt/BE	706	Bern	BE	2	1
2713	Saicourt	Saicourt (BE)	Saicourt/BE	706	Bern	BE	2	1
2714	Les Genevez (JU)	Les Genevez (JU)	Les Genevez/JU	6748	Jura	JU	26	1
2715	Petit-Val	Petit-Val (BE)	Petit-Val/BE	716	Bern	BE	2	1
2716	Petit-Val	Petit-Val (BE)	Petit-Val/BE	716	Bern	BE	2	1
2717	Petit-Val	Petit-Val (BE)	Petit-Val/BE	716	Bern	BE	2	1
2717	Rebévelier	Rebévelier (BE)	Rebévelier/BE	715	Bern	BE	2	1
2718	Lajoux (JU)	Lajoux (JU)	Lajoux/JU	6750	Jura	JU	26	1
2720	Tavannes	Tavannes (BE)	Tavannes/BE	713	Bern	BE	2	1
2720	Tramelan	Tramelan (BE)	Tramelan/BE	446	Bern	BE	2	1
2722	Tramelan	Tramelan (BE)	Tramelan/BE	446	Bern	BE	2	1
2723	Mont-Tramelan	Mont-Tramelan (BE)	Mont-Tramelan/BE	437	Bern	BE	2	1
2732	Loveresse	Loveresse (BE)	Loveresse/BE	696	Bern	BE	2	1
2732	Reconvilier	Reconvilier (BE)	Reconvilier/BE	703	Bern	BE	2	1
2732	Saicourt	Saicourt (BE)	Saicourt/BE	706	Bern	BE	2	1
2732	Saules (BE)	Saules (BE)	Saules/BE	707	Bern	BE	2	1
2733	Valbirse	Valbirse (BE)	Valbirse/BE	717	Bern	BE	2	1
2735	Champoz	Champoz (BE)	Champoz/BE	683	Bern	BE	2	1
2735	Valbirse	Valbirse (BE)	Valbirse/BE	717	Bern	BE	2	1
2736	Sorvilier	Sorvilier (BE)	Sorvilier/BE	711	Bern	BE	2	1
2738	Court	Court (BE)	Court/BE	690	Bern	BE	2	1
2740	Moutier	Moutier (BE)	Moutier/BE	700	Bern	BE	2	1
2742	Perrefitte	Perrefitte (BE)	Perrefitte/BE	701	Bern	BE	2	1
2743	Eschert	Eschert (BE)	Eschert/BE	692	Bern	BE	2	1
2744	Belprahon	Belprahon (BE)	Belprahon/BE	681	Bern	BE	2	1
2745	Grandval	Grandval (BE)	Grandval/BE	694	Bern	BE	2	1
2746	Crémines	Crémines (BE)	Crémines/BE	691	Bern	BE	2	1
2747	Corcelles (BE)	Corcelles (BE)	Corcelles/BE	687	Bern	BE	2	1
2747	Seehof	Seehof (BE)	Seehof/BE	709	Bern	BE	2	1
2748	Petit-Val	Petit-Val (BE)	Petit-Val/BE	716	Bern	BE	2	1
2762	Roches (BE)	Roches (BE)	Roches/BE	704	Bern	BE	2	1
2800	Delémont	Delémont (JU)	Delémont/JU	6711	Jura	JU	26	1
2802	Develier	Develier (JU)	Develier/JU	6712	Jura	JU	26	1
2803	Bourrignon	Bourrignon (JU)	Bourrignon/JU	6703	Jura	JU	26	1
2805	Soyhières	Soyhières (JU)	Soyhières/JU	6724	Jura	JU	26	1
2806	Mettembert	Mettembert (JU)	Mettembert/JU	6716	Jura	JU	26	1
2807	Pleigne	Pleigne (JU)	Pleigne/JU	6719	Jura	JU	26	1
2812	Movelier	Movelier (JU)	Movelier/JU	6718	Jura	JU	26	1
2813	Ederswiler	Ederswiler (JU)	Ederswiler/JU	6713	Jura	JU	26	1
2814	Roggenburg	Roggenburg (BL)	Roggenburg/BL	2790	Basel-Landschaft	BL	13	1
2822	Courroux	Courroux (JU)	Courroux/JU	6709	Jura	JU	26	1
2823	Courroux	Courroux (JU)	Courroux/JU	6709	Jura	JU	26	1
2824	Val Terbi	Val Terbi (JU)	Val Terbi/JU	6730	Jura	JU	26	1
2825	Courchapoix	Courchapoix (JU)	Courchapoix/JU	6706	Jura	JU	26	1
2826	Val Terbi	Val Terbi (JU)	Val Terbi/JU	6730	Jura	JU	26	1
2827	Mervelier	Mervelier (JU)	Mervelier/JU	6715	Jura	JU	26	1
2827	Schelten	Schelten (BE)	Schelten/BE	708	Bern	BE	2	1
2828	Val Terbi	Val Terbi (JU)	Val Terbi/JU	6730	Jura	JU	26	1
2829	Val Terbi	Val Terbi (JU)	Val Terbi/JU	6730	Jura	JU	26	1
2830	Courrendlin	Courrendlin (JU)	Courrendlin/JU	6708	Jura	JU	26	1
2832	Courrendlin	Courrendlin (JU)	Courrendlin/JU	6708	Jura	JU	26	1
2842	Rossemaison	Rossemaison (JU)	Rossemaison/JU	6721	Jura	JU	26	1
2843	Châtillon (JU)	Châtillon (JU)	Châtillon/JU	6704	Jura	JU	26	1
2852	Courtételle	Courtételle (JU)	Courtételle/JU	6710	Jura	JU	26	1
2853	Haute-Sorne	Haute-Sorne (JU)	Haute-Sorne/JU	6729	Jura	JU	26	1
2854	Haute-Sorne	Haute-Sorne (JU)	Haute-Sorne/JU	6729	Jura	JU	26	1
2855	Haute-Sorne	Haute-Sorne (JU)	Haute-Sorne/JU	6729	Jura	JU	26	1
2856	Boécourt	Boécourt (JU)	Boécourt/JU	6702	Jura	JU	26	1
2857	Boécourt	Boécourt (JU)	Boécourt/JU	6702	Jura	JU	26	1
2863	Haute-Sorne	Haute-Sorne (JU)	Haute-Sorne/JU	6729	Jura	JU	26	1
2864	Haute-Sorne	Haute-Sorne (JU)	Haute-Sorne/JU	6729	Jura	JU	26	1
2873	Saulcy	Saulcy (JU)	Saulcy/JU	6722	Jura	JU	26	1
2882	Clos du Doubs	Clos du Doubs (JU)	Clos du Doubs/JU	6808	Jura	JU	26	1
2883	Clos du Doubs	Clos du Doubs (JU)	Clos du Doubs/JU	6808	Jura	JU	26	1
2884	Clos du Doubs	Clos du Doubs (JU)	Clos du Doubs/JU	6808	Jura	JU	26	1
2885	Clos du Doubs	Clos du Doubs (JU)	Clos du Doubs/JU	6808	Jura	JU	26	1
2886	Clos du Doubs	Clos du Doubs (JU)	Clos du Doubs/JU	6808	Jura	JU	26	1
2887	Soubey	Soubey (JU)	Soubey/JU	6759	Jura	JU	26	1
2888	Clos du Doubs	Clos du Doubs (JU)	Clos du Doubs/JU	6808	Jura	JU	26	1
2889	Clos du Doubs	Clos du Doubs (JU)	Clos du Doubs/JU	6808	Jura	JU	26	1
2900	Porrentruy	Porrentruy (JU)	Porrentruy/JU	6800	Jura	JU	26	1
2902	Fontenais	Fontenais (JU)	Fontenais/JU	6790	Jura	JU	26	1
2903	Fontenais	Fontenais (JU)	Fontenais/JU	6790	Jura	JU	26	1
2904	Fontenais	Fontenais (JU)	Fontenais/JU	6790	Jura	JU	26	1
2905	Courtedoux	Courtedoux (JU)	Courtedoux/JU	6785	Jura	JU	26	1
2906	Haute-Ajoie	Haute-Ajoie (JU)	Haute-Ajoie/JU	6809	Jura	JU	26	1
2907	Haute-Ajoie	Haute-Ajoie (JU)	Haute-Ajoie/JU	6809	Jura	JU	26	1
2908	Grandfontaine	Grandfontaine (JU)	Grandfontaine/JU	6792	Jura	JU	26	1
2912	Haute-Ajoie	Haute-Ajoie (JU)	Haute-Ajoie/JU	6809	Jura	JU	26	1
2914	Haute-Ajoie	Haute-Ajoie (JU)	Haute-Ajoie/JU	6809	Jura	JU	26	1
2915	Bure	Bure (JU)	Bure/JU	6778	Jura	JU	26	1
2916	Fahy	Fahy (JU)	Fahy/JU	6789	Jura	JU	26	1
2922	Courchavon	Courchavon (JU)	Courchavon/JU	6783	Jura	JU	26	1
2923	Basse-Allaine	Basse-Allaine (JU)	Basse-Allaine/JU	6807	Jura	JU	26	1
2924	Basse-Allaine	Basse-Allaine (JU)	Basse-Allaine/JU	6807	Jura	JU	26	1
2925	Basse-Allaine	Basse-Allaine (JU)	Basse-Allaine/JU	6807	Jura	JU	26	1
2926	Boncourt	Boncourt (JU)	Boncourt/JU	6774	Jura	JU	26	1
2932	Coeuve	Coeuve (JU)	Coeuve/JU	6781	Jura	JU	26	1
2933	Damphreux-Lugnez	Damphreux-Lugnez (JU)	Damphreux-Lugnez/JU	6811	Jura	JU	26	1
2935	Beurnevésin	Beurnevésin (JU)	Beurnevésin/JU	6773	Jura	JU	26	1
2942	Alle	Alle (JU)	Alle/JU	6771	Jura	JU	26	1
2943	Vendlincourt	Vendlincourt (JU)	Vendlincourt/JU	6806	Jura	JU	26	1
2944	Bonfol	Bonfol (JU)	Bonfol/JU	6775	Jura	JU	26	1
2946	La Baroche	La Baroche (JU)	La Baroche/JU	6810	Jura	JU	26	1
2947	La Baroche	La Baroche (JU)	La Baroche/JU	6810	Jura	JU	26	1
2950	Courgenay	Courgenay (JU)	Courgenay/JU	6784	Jura	JU	26	1
2952	Cornol	Cornol (JU)	Cornol/JU	6782	Jura	JU	26	1
2953	La Baroche	La Baroche (JU)	La Baroche/JU	6810	Jura	JU	26	1
2954	La Baroche	La Baroche (JU)	La Baroche/JU	6810	Jura	JU	26	1
3000	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3001	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3002	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3003	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3004	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3005	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3006	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3007	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3008	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3010	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3011	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3012	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3013	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3014	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3015	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3017	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3018	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3019	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3020	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3024	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3027	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3029	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3030	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3032	Wohlen bei Bern	Wohlen bei Bern (BE)	Wohlen bei Bern/BE	360	Bern	BE	2	1
3033	Wohlen bei Bern	Wohlen bei Bern (BE)	Wohlen bei Bern/BE	360	Bern	BE	2	1
3034	Wohlen bei Bern	Wohlen bei Bern (BE)	Wohlen bei Bern/BE	360	Bern	BE	2	1
3035	Seedorf (BE)	Seedorf (BE)	Seedorf/BE	312	Bern	BE	2	1
3036	Radelfingen	Radelfingen (BE)	Radelfingen/BE	309	Bern	BE	2	1
3037	Kirchlindach	Kirchlindach (BE)	Kirchlindach/BE	354	Bern	BE	2	1
3038	Kirchlindach	Kirchlindach (BE)	Kirchlindach/BE	354	Bern	BE	2	1
3039	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3040	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3041	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3042	Meikirch	Meikirch (BE)	Meikirch/BE	307	Bern	BE	2	1
3043	Wohlen bei Bern	Wohlen bei Bern (BE)	Wohlen bei Bern/BE	360	Bern	BE	2	1
3044	Wohlen bei Bern	Wohlen bei Bern (BE)	Wohlen bei Bern/BE	360	Bern	BE	2	1
3045	Meikirch	Meikirch (BE)	Meikirch/BE	307	Bern	BE	2	1
3046	Meikirch	Meikirch (BE)	Meikirch/BE	307	Bern	BE	2	1
3047	Bremgarten bei Bern	Bremgarten bei Bern (BE)	Bremgarten bei Bern/BE	353	Bern	BE	2	1
3048	Ittigen	Ittigen (BE)	Ittigen/BE	362	Bern	BE	2	1
3049	Wohlen bei Bern	Wohlen bei Bern (BE)	Wohlen bei Bern/BE	360	Bern	BE	2	1
3050	Bern	Bern (BE)	Bern/BE	351	Bern	BE	2	1
3052	Zollikofen	Zollikofen (BE)	Zollikofen/BE	361	Bern	BE	2	1
3053	Deisswil bei Münchenbuchsee	Deisswil bei Münchenbuchsee (BE)	Deisswil bei Münchenbuchsee/BE	535	Bern	BE	2	1
3053	Münchenbuchsee	Münchenbuchsee (BE)	Münchenbuchsee/BE	546	Bern	BE	2	1
3053	Rapperswil (BE)	Rapperswil (BE)	Rapperswil/BE	310	Bern	BE	2	1
3053	Wiggiswil	Wiggiswil (BE)	Wiggiswil/BE	553	Bern	BE	2	1
3054	Schüpfen	Schüpfen (BE)	Schüpfen/BE	311	Bern	BE	2	1
3063	Ittigen	Ittigen (BE)	Ittigen/BE	362	Bern	BE	2	1
3065	Bolligen	Bolligen (BE)	Bolligen/BE	352	Bern	BE	2	1
3066	Stettlen	Stettlen (BE)	Stettlen/BE	358	Bern	BE	2	1
3067	Vechigen	Vechigen (BE)	Vechigen/BE	359	Bern	BE	2	1
3068	Vechigen	Vechigen (BE)	Vechigen/BE	359	Bern	BE	2	1
3071	Ostermundigen	Ostermundigen (BE)	Ostermundigen/BE	363	Bern	BE	2	1
3072	Ostermundigen	Ostermundigen (BE)	Ostermundigen/BE	363	Bern	BE	2	1
3073	Muri bei Bern	Muri bei Bern (BE)	Muri bei Bern/BE	356	Bern	BE	2	1
3074	Muri bei Bern	Muri bei Bern (BE)	Muri bei Bern/BE	356	Bern	BE	2	1
3075	Worb	Worb (BE)	Worb/BE	627	Bern	BE	2	1
3076	Worb	Worb (BE)	Worb/BE	627	Bern	BE	2	1
3077	Worb	Worb (BE)	Worb/BE	627	Bern	BE	2	1
3078	Worb	Worb (BE)	Worb/BE	627	Bern	BE	2	1
3080	Ostermundigen	Ostermundigen (BE)	Ostermundigen/BE	363	Bern	BE	2	1
3082	Grosshöchstetten	Grosshöchstetten (BE)	Grosshöchstetten/BE	608	Bern	BE	2	1
3083	Münsingen	Münsingen (BE)	Münsingen/BE	616	Bern	BE	2	1
3084	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3085	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3086	Wald (BE)	Wald (BE)	Wald/BE	888	Bern	BE	2	1
3087	Niedermuhlern	Niedermuhlern (BE)	Niedermuhlern/BE	877	Bern	BE	2	1
3088	Rüeggisberg	Rüeggisberg (BE)	Rüeggisberg/BE	880	Bern	BE	2	1
3089	Rüeggisberg	Rüeggisberg (BE)	Rüeggisberg/BE	880	Bern	BE	2	1
3090	Ostermundigen	Ostermundigen (BE)	Ostermundigen/BE	363	Bern	BE	2	1
3095	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3096	Oberbalm	Oberbalm (BE)	Oberbalm/BE	357	Bern	BE	2	1
3097	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3098	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3099	Riggisberg	Riggisberg (BE)	Riggisberg/BE	879	Bern	BE	2	1
3110	Münsingen	Münsingen (BE)	Münsingen/BE	616	Bern	BE	2	1
3111	Münsingen	Münsingen (BE)	Münsingen/BE	616	Bern	BE	2	1
3112	Allmendingen	Allmendingen (BE)	Allmendingen/BE	630	Bern	BE	2	1
3113	Rubigen	Rubigen (BE)	Rubigen/BE	623	Bern	BE	2	1
3114	Wichtrach	Wichtrach (BE)	Wichtrach/BE	632	Bern	BE	2	1
3115	Gerzensee	Gerzensee (BE)	Gerzensee/BE	866	Bern	BE	2	1
3116	Kirchdorf (BE)	Kirchdorf (BE)	Kirchdorf/BE	872	Bern	BE	2	1
3122	Kehrsatz	Kehrsatz (BE)	Kehrsatz/BE	870	Bern	BE	2	1
3123	Belp	Belp (BE)	Belp/BE	861	Bern	BE	2	1
3124	Belp	Belp (BE)	Belp/BE	861	Bern	BE	2	1
3125	Toffen	Toffen (BE)	Toffen/BE	884	Bern	BE	2	1
3126	Kaufdorf	Kaufdorf (BE)	Kaufdorf/BE	869	Bern	BE	2	1
3126	Kirchdorf (BE)	Kirchdorf (BE)	Kirchdorf/BE	872	Bern	BE	2	1
3127	Thurnen	Thurnen (BE)	Thurnen/BE	889	Bern	BE	2	1
3128	Riggisberg	Riggisberg (BE)	Riggisberg/BE	879	Bern	BE	2	1
3128	Thurnen	Thurnen (BE)	Thurnen/BE	889	Bern	BE	2	1
3132	Riggisberg	Riggisberg (BE)	Riggisberg/BE	879	Bern	BE	2	1
3144	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3145	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3147	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3148	Schwarzenburg	Schwarzenburg (BE)	Schwarzenburg/BE	855	Bern	BE	2	1
3150	Schwarzenburg	Schwarzenburg (BE)	Schwarzenburg/BE	855	Bern	BE	2	1
3152	Schwarzenburg	Schwarzenburg (BE)	Schwarzenburg/BE	855	Bern	BE	2	1
3153	Rüschegg	Rüschegg (BE)	Rüschegg/BE	853	Bern	BE	2	1
3154	Rüschegg	Rüschegg (BE)	Rüschegg/BE	853	Bern	BE	2	1
3155	Rüeggisberg	Rüeggisberg (BE)	Rüeggisberg/BE	880	Bern	BE	2	1
3156	Guggisberg	Guggisberg (BE)	Guggisberg/BE	852	Bern	BE	2	1
3157	Schwarzenburg	Schwarzenburg (BE)	Schwarzenburg/BE	855	Bern	BE	2	1
3158	Guggisberg	Guggisberg (BE)	Guggisberg/BE	852	Bern	BE	2	1
3159	Guggisberg	Guggisberg (BE)	Guggisberg/BE	852	Bern	BE	2	1
3172	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3173	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3174	Köniz	Köniz (BE)	Köniz/BE	355	Bern	BE	2	1
3175	Wünnewil-Flamatt	Wünnewil-Flamatt (FR)	Wünnewil-Flamatt/FR	2309	Fribourg	FR	10	1
3176	Neuenegg	Neuenegg (BE)	Neuenegg/BE	670	Bern	BE	2	1
3177	Laupen	Laupen (BE)	Laupen/BE	667	Bern	BE	2	1
3178	Bösingen	Bösingen (FR)	Bösingen/FR	2295	Fribourg	FR	10	1
3179	Kriechenwil	Kriechenwil (BE)	Kriechenwil/BE	666	Bern	BE	2	1
3182	Ueberstorf	Ueberstorf (FR)	Ueberstorf/FR	2308	Fribourg	FR	10	1
3183	Schwarzenburg	Schwarzenburg (BE)	Schwarzenburg/BE	855	Bern	BE	2	1
3184	Wünnewil-Flamatt	Wünnewil-Flamatt (FR)	Wünnewil-Flamatt/FR	2309	Fribourg	FR	10	1
3185	Schmitten (FR)	Schmitten (FR)	Schmitten/FR	2305	Fribourg	FR	10	1
3186	Düdingen	Düdingen (FR)	Düdingen/FR	2293	Fribourg	FR	10	1
3202	Frauenkappelen	Frauenkappelen (BE)	Frauenkappelen/BE	663	Bern	BE	2	1
3203	Mühleberg	Mühleberg (BE)	Mühleberg/BE	668	Bern	BE	2	1
3204	Mühleberg	Mühleberg (BE)	Mühleberg/BE	668	Bern	BE	2	1
3205	Mühleberg	Mühleberg (BE)	Mühleberg/BE	668	Bern	BE	2	1
3206	Ferenbalm	Ferenbalm (BE)	Ferenbalm/BE	662	Bern	BE	2	1
3206	Gurmels	Gurmels (FR)	Gurmels/FR	2262	Fribourg	FR	10	1
3207	Kallnach	Kallnach (BE)	Kallnach/BE	304	Bern	BE	2	1
3207	Wileroltigen	Wileroltigen (BE)	Wileroltigen/BE	671	Bern	BE	2	1
3208	Gurbrü	Gurbrü (BE)	Gurbrü/BE	665	Bern	BE	2	1
3210	Kerzers	Kerzers (FR)	Kerzers/FR	2265	Fribourg	FR	10	1
3212	Gurmels	Gurmels (FR)	Gurmels/FR	2262	Fribourg	FR	10	1
3213	Gurmels	Gurmels (FR)	Gurmels/FR	2262	Fribourg	FR	10	1
3213	Kleinbösingen	Kleinbösingen (FR)	Kleinbösingen/FR	2266	Fribourg	FR	10	1
3214	Ulmiz	Ulmiz (FR)	Ulmiz/FR	2278	Fribourg	FR	10	1
3215	Murten	Murten (FR)	Murten/FR	2275	Fribourg	FR	10	1
3216	Ried bei Kerzers	Ried bei Kerzers (FR)	Ried bei Kerzers/FR	2276	Fribourg	FR	10	1
3225	Müntschemier	Müntschemier (BE)	Müntschemier/BE	498	Bern	BE	2	1
3226	Treiten	Treiten (BE)	Treiten/BE	500	Bern	BE	2	1
3232	Ins	Ins (BE)	Ins/BE	496	Bern	BE	2	1
3233	Tschugg	Tschugg (BE)	Tschugg/BE	501	Bern	BE	2	1
3234	Vinelz	Vinelz (BE)	Vinelz/BE	502	Bern	BE	2	1
3235	Erlach	Erlach (BE)	Erlach/BE	492	Bern	BE	2	1
3236	Gampelen	Gampelen (BE)	Gampelen/BE	495	Bern	BE	2	1
3237	Brüttelen	Brüttelen (BE)	Brüttelen/BE	491	Bern	BE	2	1
3238	Gals	Gals (BE)	Gals/BE	494	Bern	BE	2	1
3250	Lyss	Lyss (BE)	Lyss/BE	306	Bern	BE	2	1
3251	Rapperswil (BE)	Rapperswil (BE)	Rapperswil/BE	310	Bern	BE	2	1
3251	Wengi	Wengi (BE)	Wengi/BE	394	Bern	BE	2	1
3252	Worben	Worben (BE)	Worben/BE	755	Bern	BE	2	1
3253	Schnottwil	Schnottwil (SO)	Schnottwil/SO	2461	Solothurn	SO	11	1
3254	Messen	Messen (SO)	Messen/SO	2457	Solothurn	SO	11	1
3255	Rapperswil (BE)	Rapperswil (BE)	Rapperswil/BE	310	Bern	BE	2	1
3256	Rapperswil (BE)	Rapperswil (BE)	Rapperswil/BE	310	Bern	BE	2	1
3257	Grossaffoltern	Grossaffoltern (BE)	Grossaffoltern/BE	303	Bern	BE	2	1
3262	Grossaffoltern	Grossaffoltern (BE)	Grossaffoltern/BE	303	Bern	BE	2	1
3263	Büetigen	Büetigen (BE)	Büetigen/BE	382	Bern	BE	2	1
